article_id,infraction_desc,amende_fixe,points_retrait,categorie_vehicule,type_infraction,mots_cles,cluster,categorie_cluster
177,177 املاده يعاقب مالك املركبه عن تجاوز الوزن االجمالي املاذون به للمركبه محمله، املقيد في شهاده التسجيل، بما . درهم عن كل طن من الحموله الزائده2.000 الا الفي1.200 بغرامه من الف ومائتين 40 يفوق .يعتبر كل جزء من الطن يتجاوز خمسمائه كيلوغرام بمثابه طن ف,200.0,,leger,sanction,depassement,1,sanctions_amendes
178,178 املاده دون االخالل بالعقوبات االشد، يعاقب عن تجاوز الوزن املاذون به عند املرور باحدا منشات 4.000 الا اربعه االف1.500 العبور، بالحبس من شهر الا ثالثه اشهر وبغرامه من الف وخمسمائه .درهم عن كل طن زائد او باحدا هاتين العقوبتين فقط .يعتبر كل جزء من ال,500.0,,leger,sanction,"depassement, documents",1,sanctions_amendes
179,179 املاده يمنع القيام في الطرق السياره واملسالك املوصله اليها بسباقات املركبات ذات محرك او التظاهرات .الرياضيه االخرا ايا كان اسمها 73 االمانه العامه للحكومه درهم، كل من خالف احكام30.000 الا ثالثين الف20.000 يعاقب بغرامه من عشرين الف .الفقره االولا,200.0,,leger,sanction,,1,sanctions_amendes
180,180 املاده .يمنع القيام في الطرق السياره واملسالك املوصله اليها بسباقات الراجلين او الدراجات درهم، كل من خالف احكام الفقره3.000 الا ثالثه االف1.200 يعاقب بغرامه من الف ومائتين .االولا اعاله درهم، منظمو سباقات الراجلين3.000 الا ثالثه االف1.200 يعاقب ب,200.0,,leger,sanction,,1,sanctions_amendes
181,181 املاده 1200 دون االخالل بالعقوبات التي يتعرض لها الي سبب اخر، يعاقب,200.0,,leger,sanction,stationnement,1,sanctions_amendes
182,182 املاده من هذا القانون، يعاقب بالحبس من شهر الا سته172 و169 و167 دون االخالل باحكام املواد ، درهم او باحدا هاتين العقوبتين فقط10.000 الا عشره االف2.000 اشهر وبغرامه من الفين كل سائق ارتكب حادثه سير او تسبب في وقوعها ولم يتوقف وحاول، سواء بالفرار ا,2000.0,,leger,sanction,"stationnement, documents",1,sanctions_amendes
183,183 املاده الصادر بتنفيذه الظهري الرشيف116.14 غريت مبوجب املاده االوال من القانون رقم 6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 بتاريخ1.16.106 رقم 5874 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ الا عشره5.000 اشهر الا سنه واحده وبغرامه من خمسه االف6 يعاق,5000.0,,leger,sanction,"alcool, documents",5,references_legales
184,184 املاده . من هذا القانون48 و47 و46 تطبيقا للمواد اذا ادا املخالف مبلغ الغرامه التصالحيه والجزافيه بصفه نهائيه داخل االجل املذكور، اعيدت اليه رخصه السياقه او شهاده تسجيل او سند ملكيه املركبه، اما من قبل املصلحه التي سجلت املخالفه واما من قبل السلطه,,,leger,sanction,"stationnement, documents",0,permis_conduite
184,184 املاده الا الف700 يعاقب كل شخص ارتكب مخالفه من الدرجه االولا بغرامه,400.0,,leger,sanction,"vitesse, stationnement, ceinture, depassement, documents",1,sanctions_amendes
184,184 املاده .التي ترعا في محرم الطريق السيار او في مسلك من املسالك املوصله الا الطريق السيار في املحجز,,,,definition,,3,regles_circulation
185,185 املاده درهم، كل شخص ارتكب مخالفه من الدرجه1.000 الا الف500 يع,500.0,,leger,sanction,"vitesse, stationnement, autoroute, telephone, ceinture, depassement, documents",1,sanctions_amendes
186,186 املاده دون االخالل بالعقوبات االشد، املنصوص عليها في هذا القانون او,300.0,,,sanction,,1,sanctions_amendes
187,187 املاده درهما عن كل مخالفه لقواعد السير املقرره50 الا خمسين20 يعاقب بغرامه من عشرين . اعاله94 تطبيقا للماده الفرع الرابع مخالفه خاصه بسائقي وحراس الحيوانات,,,,sanction,,1,sanctions_amendes
188,188 املاده درهم600 الا ستمائه300 يعاقب بغرامه من ثالثمائه كل سائق او حارس لقطعان او حيوانات ترك قطعانه او حيواناته في الطريق العموميه، او سمح 1 لها بالتجول او الرعي فيها، ومالك القطعان او الحيوانات في حاله نقص ملحوظ في حراسه القطعان والحيوانات املذكو,300.0,,,sanction,,3,regles_circulation
189,189 املاده ال يعاقب علا عدم وجود او عدم كفايه اضواء املركبات، املنصوص عليها في هذا القانون وفي النصوص الصادره لتطبيقه، اذا ثبت ان عدم وجودها او عدم كفايتها ناتج عن سبب عارض طرا خالل .السير علا الطريق العموميه وان السائق تداركه باناره ارتجاليه كافيه ل,,,,sanction,,3,regles_circulation
190,190 املاده عالوه علا ضباط واعوان الشرطه القضائيه، يكلف بالبحث عن املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه ومعاينتها الضباط واالعوان التابعون للدرك امللكي ؛ 1 الضباط واالعوان التابعون لالمن الوطني ؛ 2 ، االعوان املكلفون بمراقبه النقل والسي,,,,definition,,0,permis_conduite
191,191 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 متمت مبوجب املاده االوال من القانون رقم 5875 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 يؤهل، وفقا لهذا القانون، الضباط واالعوان املشار اليهم في امل,,,leger,definition,documents,5,references_legales
192,192 املاده اعاله، ان يحملوا خالل ممارسه املراقبه علا190 يجب علا الضباط واالعوان املشار اليهم في املاده الطريق العموميه شاره خاصه تظهر علا الخصوص، االسم الشخظصي والعائلي للضابط او العون . املعني وصفته وصورته ورقمه املنهي يجب التشوير عن بعد، وفق الشروط,,,,obligation,nuit,0,permis_conduite
193,193 املاده من هذا القانون، علا كل مستعمل181 يجب، تحت طائله العقوبات املنصوص عليها في املاده اعاله والذين يستوفون190 للطريق العموميه االمتثال الوامر الضباط واالعوان املشار اليهم في املاده . اعاله192 الشروط املحدده في املاده,,,,obligation,,0,permis_conduite
194,194 املاده يجب علا العون محرر املحضر، الجل معاينه مخالفه الحكام هذا القانون وللنصوص الصادره لتطبيقه ايقاف املركبه املعنيه ؛ 1 طلب مستندات السير الخاصه بالسائق وباملركبه ؛ 2 مراقبه حاله املركبه ؛ 3 استعمال احد اجهزه القياس التي تحددها االداره الثبات ا,,,,obligation,,0,permis_conduite
194,194 املاده اذا كانت املركبه، موضوع املخالفه، تؤمن خدمه من خدمات النقل، وجب تتميم املحضر ببيان نوع الوثائق املتعلقه بمزاوله نشاط النقل، وباالشاره الا ارقام هذه الوثائق وتواريخها وعند االقتضاء الا .تواريخ صالحيتها في حاله االنجاز االلكتروني ملحضر معاين,,,,definition,,0,permis_conduite
195,195 املاده ، من القانون املتعلق باملسطره الجنائيه او في هذا القانون24 ع,,,leger,obligation,"vitesse, depassement, documents",0,permis_conduite
196,196 املاده يوثق بمضمن املحاضر املحرره في مكان املخالفه، او اعتمادا علا التقييدات االلكترونيه، بموجب .هذا القانون الا ان يثبت ما يخالف ذلك بايه وسيله من وسائل االثبات الفرع الثاني بعض وسائل معاينه املخالفات القسم الفرعي االول املعاينه االليه,,,,definition,,0,permis_conduite
197,197 املاده يمكن ان تتم معاينه واثبات املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه املتعلقه بتجاوز السرعه املسموح بها وتلك املحدده قائمتها من لدن االداره، باستعمال اجهزه تقنيه، تعمل . بطريقه اليه، حتا في حاله عدم وجود العون محرر املحضر بمكان ا,,,,definition,"vitesse, depassement",0,permis_conduite
198,198 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 غريت مبوجب املاده االوال من القانون رقم 5876 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 تسجل، علا الخصوص، بواسطه نظام املراقبه واملعاينه االليه للمخ,,,leger,sanction,documents,5,references_legales
199,199 املاده اعاله خصوصا الا ما يلي198 تهدف املعالجه االليه للمعلومات املشار اليها في املاده مراقبه ومعاينه املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه ؛ 1 تدبير العمليات الالزمه ملعالجه املخالفات من اجل تبليغها الا املخالفين ؛ 2 تسهيل تدبير ش,,,,definition,documents,0,permis_conduite
200,200 املاده . اعاله، يتم وضع محضر باملخالفه197 اذا جرت معاينه مخالفه وفق,,,,sanction,"vitesse, depassement",0,permis_conduite
201,201 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 متمت مبوجب املاده االوال من القانون رقم 5876 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 اعاله، يجب ان تتضمن محاضر املخالفات التي ترتكز195 عالوه علا,,,,obligation,nuit,5,references_legales
202,202 املاده يوثق بمضمن محاضر املخالفات التي ترتكز معاينتها علا ادله ماديه تقدمها اجهزه تعمل بطريقه اليه، مع عدم وجود العون محرر املحضر في مكان ارتكاب املخالفه، الا ان يثبت ما يخالف مضمن هذه .املحاضر بايه وسيله من وسائل االثبات,,,,definition,,0,permis_conduite
203,203 املاده اذا تعذر التعرف علا مكان الشخص صاحب شهاده تسجيل املركبه او في حاله رفض املعني باالمر تلقي التبليغ باالشعار باملخالفه او في حاله عدم اداء الغرامه التصالحيه والجزافيه، يوجه محضر .املخالفه الا وكيل امللك لدا املحكمه املختصه,,,,sanction,,0,permis_conduite
204,204 املاده تسلم وفقا للكيفيات املحدده من لدن االداره الا املخالف او الا صاحب شهاده تسجيل املركبه او الا املسؤول املدني عنها وبطلب صريح منه، نسخه من صوره املخالفه التي التقطتها اجهزه املراقبه . اعاله197 واملعاينه االليه املشار اليها في املاده 88 االما,,,,definition,,0,permis_conduite
205,205 املاده يتم استخالص مبالغ الغرامات التصالحيه والجزافيه املتعلقه باملخالفات التي جرت معاينتها وفقا الحكام هذا الفرع، من قبل كتاب الضبط لدا املحاكم ومحصلي الخزينه العامه للمملكه . واالمرين بالصرف باداره الجمارك والضرائب غير املباشره .غير انه يمكن لا,,,,sanction,,2,permissions_exceptions
206,206 املاده يوما الا االداره، لتتبع املعلومات15 يجب ان توجه نسخ من املحاضر داخل اجل خمسه عشر . من هذا القانون136 الا120 ومعالجتها وفقا الحكام املواد .يسري االجل املشار اليه اعاله ابتداء من يوم معاينه املخالفه القسم الفرعي الثاني معاينه حاله السياقه تح,,,leger,obligation,alcool,0,permis_conduite
207,207 املاده يمكن لضباط الشرطه القضائيه، اما بتعليمات من وكيل امللك واما بمبادره منهم، ويمكن لالعوان محرري املحاضر، بامر من ضباط الشرطه القضائيه وتحت مسؤوليتهم، ان يفرضوا رائزا للنفس بواسطه النفخ في جهاز للكشف عن مستوا تشبع الهواء املنبعث من الفم بالكح,,,leger,definition,alcool,2,permissions_exceptions
208,208 املاده اعاله من افتراض وجود نسبه من الكحول في نفس املعني207 اذا مكن الرائز املشار اليه في املاده باالمر، تحددها االداره، او اذا رفض املعني باالمر الخضوع للرائز املذكور، قام ضباط او اعوان .الشرطه القضائيه بالتحققات الهادفه الا اثبات الحاله الكحولي,,,,definition,alcool,0,permis_conduite
209,209 املاده تنجز التحققات الهادفه الا اثبات الحاله الكحوليه عن طريق التحاليل والفحوصات الطبيه السريريه والبيولوجيه او بواسطه جهاز يمكن من تحديد تركز الكحول من خالل تحليل الهواء .املنبعث من الفم، شريطه ان يكون الجهاز املذكور مطابقا لنوع مصادق عليه,,,,definition,"alcool, nuit",2,permissions_exceptions
210,210 املاده اذا انجزت التحققات عن طريق التحاليل والفحوصات الطبيه السريريه والبيولوجيه، وجب .االحتفاظ بعينه وفقا للنصوص الجاري بها العمل,,,,definition,nuit,0,permis_conduite
211,211 املاده اذا انجزت التحققات املذكوره بواسطه جهاز يمكن من تحديد تركز الكحول، من خالل تحليل .الهواء املنبعث من الفم، جاز القيام علا الفور بمراقبه ثانيه، بعد التحقق من حسن اشتغال الجهاز .تجرا هذه املراقبه بقوه القانون، اذا طلبها املعني باالمر وذلك علا,,,,definition,"alcool, nuit",2,permissions_exceptions
212,212 املاده ، اعاله، نتيجه لعجز بدني مثبت من لدن طبيب207 اذا استحال الخضوع للرائز املشار اليه في املاده قام ضباط او اعوان الشرطه القضائيه بالتحققات الهادفه الا اثبات الحاله الكحوليه بواسطه .التحاليل والفحوصات الطبيه السريريه والبيولوجيه القسم الفرعي ا,,,leger,definition,"alcool, nuit",0,permis_conduite
213,213 املاده اعاله207 يامر ضباط او اعوان الشرطه القضائيه باخضاع االشخاص املشار اليهم في املاده الختبارات الكشف الثبات ما اذا كان الشخص املعني قد استعمل مواد مخدره او استعمل ادويه .تحظر السياقه بعد تناولها. وتحدد االداره الئحه هذه االدويه,,,leger,definition,,0,permis_conduite
214,214 املاده ،اذا تبين ان اختبارات الكشف ايجابيه، او اذا رفض املعني باالمر الخضوع لالختبارات املذكوره او اذا كان في حاله يستحيل عليه فيها الخضوع لها، عمل ضباط او اعوان الشرطه القضائيه علا اجراء تحققات تتمثل في تحاليل او فحوص طبيه سريريه وبيولوجيه، الثب,,,leger,definition,nuit,0,permis_conduite
215,215 املاده 3 و2 يجب الجل القيام باالختبارات والتحاليل والفحوص املنصوص عليها في القسمين الفرعيين اعاله، ان يكون االجل الفاصل بين ساعه وقوع الحادثه او ساعه ارتكاب املخالفه او ساعه مراقبه .املعني باالمر وساعه االختبارات والتحاليل والفحوص املذكوره اقصر م,,,leger,obligation,"nuit, documents",0,permis_conduite
216,216 املاده عالوه علا حاالت االحتفاظ برخصه السياقه املنصوص عليها في القا,,,leger,obligation,"stationnement, documents",0,permis_conduite
217,217 املاده ،يجب، ما لم ينص هذا القانون علا خالف ذلك، ان يوجه املحضر و,,,leger,obligation,documents,0,permis_conduite
218,218 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 يقوم العون محرر املحضر باالحتفاظ بشهاده التسجيل او بر,,,leger,obligation,documents,5,references_legales
219,219 املاده من هذا القانون، موضوع187 و186 و185 و184 يمكن ان تكون ا,25.0,,,sanction,,2,permissions_exceptions
220,220 املاده يقترح العون محرر املحضر علا املخالف، عند معاينه احدا املخالفات املشار اليها في الفقره اعاله، اداء الغرامه التصالحيه والجزافيه. ويجوز كذلك للمخالف ان يطلب اداء219 االولا من املاده .الغرامه املذكوره 221املاده 13 بتاريخ1.16.106 الصادر بتنفيذه,,,,sanction,,0,permis_conduite
222,222 املاده في حاله املعاينه االليه للمخالفه، يجب ان يتضمن االشعار باملخ,,,,sanction,,0,permis_conduite
223,223 املاده يتم االداء الفوري للغرامه، بصفه نهائيه او برسم االيداع، كما يلي نقدا ؛ 1 بواسطه شيك ؛ 2 . بجميع وسائل االداء االخرا التي تحددها االداره 3,,,,sanction,,0,permis_conduite
224,224 املاده يتم االداء الفوري للغرامه التصالحيه والجزافيه الا العون محرر,,,leger,sanction,documents,0,permis_conduite
225,225 املاده يجب علا العون محرر املحضر، اذا كان الحامل املحرره فيه رخصه السياقه قابال الن تسجل عليه املعلومات في شكل الكتروني، وكان العون يتوفر علا الجهاز الالزم لذلك، ان يسجل علا هذا الحامل .املعلومات املتعلقه باملخالفه يجب ان توجه فورا السلطه التابع,,,leger,obligation,documents,0,permis_conduite
226,226 املاده .يترتب علا اداء الغرامه التصالحيه والجزافيه عدم تحريك الدعوا,,,,sanction,,0,permis_conduite
227,227 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 في حاله عدم اداء الغرامه التصالحيه والجزافيه، يوجه ام,,,,sanction,,5,references_legales
228,228 املاده في حاله عدم االداء الفوري للغرامه التصالحيه والجزافيه,,,leger,sanction,documents,0,permis_conduite
229,229 املاده اعاله، اذا كان حامل رخصه السياقه يمكن من تسجيل املعلومات228 استثناء من احكام املاده في شكل الكتروني، فان املعلومات املتعلقه باالحتفاظ برخصه السياقه واالذن بالسياقه وتوقيف رخصه السياقه املشار اليها في املاده املذكوره، يتم تسجيلها علا هذا ال,,,leger,definition,documents,2,permissions_exceptions
230,230 املاده .يمكن للمخالف ان ينازع في املخالفه اعاله، بواسطه شكايه معلله222 و221 تقدم املنازعه في املخالفات، داخل االجل املحدد في املادتين توجه الا وكيل امللك ؛ 1 او الا العون محرر املحضر الذي عاين املخالفه ؛ 2 . او في حاله معاينه اليه، الا املصلحه ال,,,,definition,,0,permis_conduite
231,231 املاده املركبه التي ارتكبت بها املخالفه الا ان يودع مرتكب املخالفه مبلغا يحدده وكيل امللك، لدا كتابات الضبط بجميع محاكم اململكه او لدا قباضات املاليه او لدا املصالح املختصه للجمارك، يضمن االداء املحتمل للعقوبات املاليه التي يتعرض لها بمقتغضا هذا,,,leger,obligation,,0,permis_conduite
231,231 املاده ال تقبل املنازعه في املخالفه اال اذا قام املخالف بايداع,,,leger,sanction,documents,0,permis_conduite
232,232 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 ايام من5 اذا نازع املخالف في املخالفه، وجب ان يوجه ام,,,,definition,depassement,5,references_legales
233,233 املاده اعاله مرفقا باالثباتات املتعلقه باملعاينه االليه232 يجب ان يكون املحضر املشار اليه في املاده .وبرخصه السياقه في حاله االحتفاظ بها,,,leger,obligation,documents,0,permis_conduite
234,234 املاده يجوز للمخالف، قبل ان تبت املحكمه في املوضوع، ان يؤدي ثلثي الحد االقظصا للغرامه املحدده في . اعاله وان يسحب شكايته187 و186 و185 و184 املواد 97 االمانه العامه للحكومه,,,,sanction,,0,permis_conduite
235,235 املاده من القانون املتعلق375 عندما تثبت املخالفه ضد املخالف، ال يجوز ان تطبق عليه احكام املاده .باملسطره الجنائيه في حاله منازعه تعسفيه الباب الرابع احكام متفرقه,,,,definition,,0,permis_conduite
236,236 املاده في حاله حفظ املحاضر من قبل النيابه العامه، او في حاله صدور مقرر بعدم املتابعه او باالدانه او اي مقرر يبت في موضوع قضيه عرضت علا محكمه، تنفيذا الحكام هذا القانون او للنصوص الصادره لتطبيقه، يوجه وكيل امللك علا الفور، الا االداره نسخه من محضر,,,,definition,,0,permis_conduite
237,237 املاده توجه النيابه العامه نسخا من املقررات او منطوقا لالحكام، الصادره تنفيذا الحكام هذا القانون او للنصوص الصادره لتطبيقه، التي حازت قوه الاشيء املقغضي به، الا االداره داخل اجل اقصاه . يوما من تاريخ صدور املقرر15 خمسه عشر,,,,definition,,4,dispositions_transitoires
238,238 املاده ما عدا في حاله االداء الفوري لغرامه تصالحيه وجزافيه او في حاله االيداع املنصوص عليه في اعاله، اذا لم يثبت مرتكب املخالفه توفره علا اقامه فوق التراب الوطني، يتم توقيف,,,,sanction,,0,permis_conduite
239,239 املاده ال يمكن ان يلقن تعليم السياقه او التربيه علا السالمه الطرقيه، اال من قبل مؤسسه يتوقف . فتحها واستغاللها علا رخصه تسلمها االداره لهذا الغرض ،تسلم الرخصه املشار اليها اعاله الا كل شخص ذاتي او معنوي يلتزم بالتقيد ببنود دفتر للتحمالت تضعه االد,,,leger,obligation,"stationnement, documents",2,permissions_exceptions
240,240 املاده تسلم الرخصه بفتح واستغالل مؤسسه لتعليم السياقه او مؤسسه للتربيه علا السالمه الطرقيه بمقابل، للمترشحين الذين تتوفر فيهم الشروط التاليه بالنسبه لالشخاص الذاتيين ا اال تقل سن املترشح عن عشرين سنه شمسيه كامله ؛ 1 ان يكون متمتعا بحقوقه الوطنيه,,,leger,definition,documents,0,permis_conduite
241,241 املاده يجب ان يتولا تسيير كل مؤسسه لتعليم السياقه او مؤسسه للتربيه علا السالمه الطرقيه مدير تتوفر فيه الشروط التاليه اال تقل سنه احدا وعشرين سنه شمسيه كامله ؛ 1 ان يكون متمتعا بحقوقه الوطنيه واملدنيه ؛ 2 اال يكون قد صدر في حقه حكم باالدانه من اجل,,,leger,obligation,,0,permis_conduite
242,242 املاده ،يجب علا مدير مؤسسه تعليم السياقه او مدير مؤسسه التربيه علا السالمه الطرقيه ان يسهر باستمرار، علا حسن التسيير االداري والبيداغوجي للمؤسسه وفقا الحكام هذا القانون والنصوص .الصادره لتطبيقه 239 يجب عليه ان يوجه الا االداره ، وفق الكيفيات املح,,,leger,obligation,,0,permis_conduite
243,243 املاده يجب ان يكون التعليم امللقن في مؤسسات تعليم السياقه مطابقا للبرنامج الوطني لتعليم السياقه .املحدد من لدن االداره يجب ان يكون تنظيم الدورات في التربيه علا السالمه الطرقيه مطابقا للمواصفات املحدده من .لدن االداره 100 االمانه العامه للحكومه,,,leger,obligation,,0,permis_conduite
244,244 املاده ال يمكن فتح ايه مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه للعموم، اال بعد قيام اعوان االداره بمعاينه مطابقه محال وتجهيزات تعليم السياقه او التربيه علا السالمه الطرقيه وكذا 239 املوارد البشريه التي تتوفر عليها املؤسسه املذكوره لبن,,,leger,obligation,documents,0,permis_conduite
245,245 املاده يجب ان يلقن تعليم السياقه او تنشيط دورات التربيه علا السالمه الطرقيه من قبل مدرب لتعليم .السياقه او منشط لدورات التربيه علا السالمه الطرقيه مرخص لهما من لدن االداره او منشط لدورات التربيه علا ال يجوز ان يطلب الحصول علا رخصه مدرب لتعليم الس,,,leger,obligation,documents,0,permis_conduite
246,246 املاده يجب علا ارباب ومسيري مؤسسات تعليم السياقه او التربيه علا السالمه الطرقيه الخضوع لعمليات التفتيش التي يقوم بها االعوان او الهيئات املؤهله لهذا الغرض من لدن االداره، والتي يراد بها التحقق من التقيد باحكام هذا القانون والنصوص الصادره لتطبيقه,,,leger,obligation,,0,permis_conduite
247,247 املاده ال يجوز التخلي عن ايه مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه اال لفائده شخص . اعاله240 معنوي او ذاتي تتوفر فيه الشروط املنصوص عليها في املاده,,,leger,definition,,0,permis_conduite
248,248 املاده يجب علا املتخلي واملتخلا له، في حاله التخلي عن مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه، تقديم تصريح مشترك الا االداره، قبل ابرام عقد التخلي، يلتزم فيه املتخلا له باحترام بنود . اعاله239 دفتر التحمالت املشار اليه في املاده . اعا,,,leger,obligation,documents,0,permis_conduite
249,249 املاده ،الطرقيه في حاله وفاه الحاصل علا رخصه باستغالل مؤسسه لتعليم السياقه او للتربيه علا السالمه . اشهر من تاريخ الوفاه3 يجب علا ذوي حقوقه التصريح بذلك الا االداره ، داخل اجل ثالثه ،يجوز لذوي الحقوق االستمرار في استغالل املؤسسه مده سنه من تاريخ,,,leger,obligation,documents,4,dispositions_transitoires
250,250 املاده ،الطرقيه يجب علا الحاصلين علا رخصه باستغالل مؤسسه لتعليم السياقه او للتربيه علا السالمه .قبل توقيف او انهاء نشاطهم، اخبار االداره بذلك، بواسطه رساله مضمونه مع االشعار باالستالم,,,leger,obligation,documents,0,permis_conduite
251,251 املاده الصادر بتنفيذه الظهري الرشيف116.14 غريت ومتمت مبوجب املاده االوال من القانون رقم 6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 بتاريخ1.16.106 رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ من هذا القانون، هيئات او مؤسسات239 تعفا من الحصول علا,,,leger,definition,documents,5,references_legales
252,252 املاده يجوز للجمعيات التي تزاول نشاطها في مجال االدماج او اعاده االدماج االجتماعي واملنهي تلقين التربيه علا السالمه الطرقيه، شريطه الحصول علا رخصه تسلمها االداره، التي تتاكد في هذه الحاله . اعاله246 الا239 من توفر الشروط املنصوص عليها في املواد 1,,,,definition,documents,0,permis_conduite
253,253 املاده اعاله، ان تكون الجمعيه متوفره علا252 يجب للحصول علا الرخصه املشار اليها في املاده الشروط التاليه ان يكون مصرحا بها وفقا للتشريع املنظم لحق تاسيس الجمعيات ؛ 1 ان تكون طرفا في اتفاقيه مبرمه مع الدوله او جماعه ترابيه او مؤسسه عموميه او مؤسسه,,,leger,obligation,documents,0,permis_conduite
254,254 املاده يجب علا الجمعيات املذكوره في املاده السابقه ان تقدم سنويا الا االداره تقريرا عن نشاطها في .مجال تلقين التربيه علا السالمه الطرقيه وفق الشروط املحدده من لدن االداره الباب الثاني العقوبات والتدابير االداريه والعقوبات الزجريه الفرع االول العق,,,,obligation,,0,permis_conduite
255,255 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 اعاله، خالل عمليه تفتيش مؤسسه لتعليم246 اذا عاين االع,,,leger,obligation,documents,5,references_legales
255,255 املاده اعاله، خالل عمليه تفتيش مؤسسه لتعليم246 اذا عاين االعوان,15000.0,,leger,sanction,documents,0,permis_conduite
256,256 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 غريت مبوجب املاده االوال من القانون رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 تسحب االداره، بصفه نهائيه الرخصه بفتح واستغالل مؤسسه لتعليم,35000.0,,leger,sanction,"stationnement, documents",5,references_legales
257,257 املاده تسحب رخصه املدرب او املنشط بصفه مؤقته اذا اتخذ في حق الحاصل عليها اجراء بتوقيف رخصه السياقه ؛ 1 اذا كان يعاني عجزا بدنيا مؤقتا يتنافا مع تعليم سياقه املركبات ذات محرك او مع تنشيط 2 .دورات التربيه علا السالمه الطرقيه 105 االمانه العامه للحك,,,leger,definition,documents,0,permis_conduite
258,258 املاده تسحب نهائيا رخصه املدرب او املنشط من قبل االداره اذا لم يعد الحاصل عليها متوفرا علا الشروط املنصوص عليها في هذا القانون والنصوص 1 الصادره لتطبيقه ؛ اذا ارتكب اخطاء مهنيه تمت معاينتها بصفه قانونيه ؛ 2 اذا ارتكب غشا خالل امتحان للحصول علا رخ,,,leger,definition,documents,0,permis_conduite
259,259 املاده درهم، كل شخص فتح او استغل60.000 الا ستين الف30.000 يعاقب بغرامه من ثالثين الف .مؤسسه لتعليم سياقه املركبات او للتربيه علا السالمه الطرقيه بمقابل دون ان يكون مرخصا له بذلك الا مائه وعشرين60.000 يعاقب مرتكب املخالفه، اذا كان شخصا معنويا، بغر,30000.0,,leger,sanction,,1,sanctions_amendes
260,260 املاده درهم، كل حاصل علي30.000 الا ثالثين الف15.000 يعاقب بغرامه من خمسه عشر الف رخصه بفتح واستغالل مؤسسه تعليم السياقه او التربيه علا السالمه الطرقيه، شغل وهو يعلم بذلك مديرا او مدربين او منشطين ال يتوفر فيهم او لم يعد يتوفر فيهم شرط او اكثر من,30000.0,,leger,sanction,documents,1,sanctions_amendes
261,261 املاده درهم، كل مدير مؤسسه20.000 الا عشرين الف10.000 يعاقب بغرامه من عشره االف . اعاله242 او ال يحترم احكام املاده241 ال يتقيد باحكام املاده . درهم40.000 الا اربعين الف20.000 في حاله العود، يعاقب املخالف بغرامه من عشرين الف,10000.0,,,sanction,,1,sanctions_amendes
262,262 املاده درهم، كل5.000 الا خمسه االف2.000 يعاقب بالحبس من شهر الا سنه وبغرامه من الفين حاصل علا رخصه بفتح واستغالل مؤسسه لتعليم السياقه او مؤسسه للتربيه علا السالمه الطرقيه او كل مدير او مدرب او منشط باملؤسسه املذكوره، غش او ساعد علا الغش او قدم تص,2000.0,,leger,sanction,documents,1,sanctions_amendes
